,0,1
576,134700992,1
577,134727423,1
578,134751988,1
579,134805725,1
580,134913125,1
581,134983974,1
582,135049522,1
583,135108297,1
584,135117137,1
585,135506716,2
586,135535218,1
587,135581569,1
588,135925009,1
589,135929256,1
590,136454747,1
591,136645004,1
592,136680361,1
593,136765322,2
594,136885512,1
595,137060670,1
596,137136540,1
597,137162605,1
598,137226517,1
599,137461274,1
600,137662487,1
601,137708386,1
602,137716219,1
603,137770092,2
604,137863672,1
605,138144252,2
606,138235262,1
607,138559830,1
608,138795956,1
609,138982666,1
610,139149089,1
611,139173173,1
612,139305876,1
613,139507363,2
614,139561367,1
615,139619010,1
616,139673568,1
617,139702537,1
618,139703030,2
619,139733484,2
620,139739193,1
621,139749123,1
622,139921019,1
623,140102902,2
624,140317413,1
625,140512916,1
626,140876091,1
627,140954922,1
628,141112511,1
629,141137659,2
630,141335711,1
631,141444145,1
632,141459478,1
633,141461423,1
634,141681235,1
635,141717135,1
636,142021397,2
637,142158851,1
638,142283287,1
639,142480299,2
640,142930486,1
641,142965181,1
642,143106294,1
643,143113642,2
644,143192273,1
645,143241322,2
646,143258519,2
647,143464725,1
648,143480752,1
649,143633042,1
650,143663590,1
651,143696266,2
652,143794195,2
653,143828694,1
654,143857262,1
655,144022062,1
656,144267194,2
657,144323783,1
658,144365424,1
659,144687980,1
660,144732026,1
661,145112186,1
662,145228144,1
663,145347470,1
664,145505351,2
665,145529776,1
666,145604654,1
667,145734502,2
668,145742036,1
669,145900249,1
670,145935468,1
671,146030093,1
672,146129039,2
673,146179105,2
674,146186263,1
675,146574952,2
676,146647752,2
677,146687820,1
678,146690951,1
679,146755691,1
680,146970488,1
681,147216918,1
682,147218542,1
683,147238825,1
684,147306735,1
685,147501567,1
686,147637876,1
687,147733435,1
688,147861467,1
689,147872768,1
690,147937842,1
691,147943687,1
692,148119955,1
693,148333010,1
694,148361954,1
695,149030644,1
696,149157478,1
697,149196890,1
698,150879344,1
699,150885468,2
700,150974778,2
701,150989612,1
702,151221957,1
703,151313441,1
704,151442708,2
705,151571882,1
706,151795465,2
707,151803474,1
708,151897956,1
709,152297563,1
710,152327879,1
711,152402261,1
712,152456312,1
713,152583188,2
714,152879081,2
715,153690717,1
716,153931511,1
717,154008587,1
718,154489391,1
719,154531810,1
720,154607990,1
721,154646675,1
722,154703161,1
723,154764868,1
724,154851093,1
725,155020144,2
726,155042103,1
727,155214951,1
728,155507952,1
729,155510284,1
730,155586776,1
731,155647409,1
732,155661325,1
733,155893560,2
734,155918631,1
735,155919184,1
736,155940610,1
737,156235941,1
738,156284305,1
739,156354515,1
740,156449421,1
741,156660153,1
742,156987142,1
743,157155448,1
744,157200934,1
745,157281251,1
746,157303787,1
747,157346734,2
748,157429774,2
749,157484125,1
750,157863294,1
751,157871224,1
752,157879265,1
753,157895144,1
754,158240619,2
755,158252986,1
756,158254156,1
757,158344864,1
758,158369472,1
759,158392689,1
760,158555407,1
761,158603558,1
762,158777535,1
763,158781262,1
764,158925081,1
765,159196710,1
766,159204734,1
767,159340600,1
768,159621907,1
769,159751731,1
770,159798221,1
771,159877377,2
772,160026452,1
773,160028071,1
774,160030348,2
775,160083766,1
776,160167010,2
777,160206452,2
778,160238482,1
779,160306012,1
780,160480710,1
781,160530140,1
782,160752608,1
783,160930318,1
784,161159827,2
785,161310435,2
786,161438009,2
787,161554625,1
788,161680784,1
789,161890927,1
790,162459486,1
791,162548792,1
792,162561094,2
793,162637609,1
794,162703851,1
795,163038018,1
796,163530742,1
797,163652053,1
798,164321984,1
799,164536935,1
800,164552799,1
801,164732208,1
802,164980768,1
803,165127949,2
804,165507198,1
805,165580600,2
806,165725849,1
807,165877377,2
808,165917676,2
809,166018127,1
810,166219004,2
811,166233159,1
812,166433660,1
813,166611413,1
814,166674480,1
815,167375625,1
816,167864804,1
817,167976505,1
818,167977824,1
819,168009062,1
820,168403375,2
821,168492499,1
822,168521459,1
823,168612048,1
824,168796445,1
825,169548237,1
826,169890725,1
827,170125117,2
828,170183385,2
829,170200452,1
830,170210922,1
831,170594442,1
832,170767205,1
833,170780068,1
834,170856110,1
835,170992541,2
836,171143705,1
837,171190245,1
838,171385647,1
839,171563339,1
840,171703001,1
841,171935145,1
842,171991634,1
843,172245071,1
844,172285025,1
845,172552050,1
846,172564736,1
847,172620238,1
848,172696081,1
849,172785960,2
850,172886844,1
851,173019000,2
852,173538609,1
853,173657539,1
854,173892458,1
855,174006143,1
856,174809148,1
857,174886222,1
858,174915584,1
859,175223686,1
860,175410064,1
861,175463223,1
862,175593494,1
863,175717081,1
864,175911167,1
865,176134041,1
866,176331100,1
867,176384123,1
868,176514402,1
869,176522408,1
870,176770556,1
871,176949591,1
872,177094604,2
873,177098096,1
874,177215252,1
875,177313049,2
876,177478512,1
877,177585807,1
878,177885705,1
879,178010866,2
880,178129758,2
881,178507115,1
882,179624367,1
883,179889396,1
884,180200262,2
885,180387636,1
886,180639544,1
887,180744068,1
888,180753678,1
889,181186225,1
890,181237880,1
891,181246583,1
892,181322310,1
893,181436332,1
894,181445498,1
895,181670405,2
896,181816518,1
897,182092511,1
898,182109317,1
899,182122109,2
900,182359605,2
901,182498200,1
902,182506732,1
903,182858361,1
904,182876327,1
905,183319777,1
906,183431063,1
907,183536424,1
908,183627706,1
909,183768249,1
910,183788192,1
911,183894433,1
912,184150513,1
913,184198425,1
914,184368120,1
915,184515747,1
916,184563411,1
917,184935676,2
918,185245384,1
919,185285221,1
920,185553962,2
921,186370487,1
922,187418952,2
923,187488244,1
924,187721885,1
925,187903316,1
926,188035557,1
927,188386419,1
928,188462029,2
929,188478666,1
930,188604635,1
931,188954616,1
932,189310364,1
933,189459675,1
934,189700358,1
935,189735520,1
936,189897548,1
937,190239339,1
938,190504780,2
939,190678685,1
940,190711990,1
941,190950033,1
942,191031307,1
943,191207795,1
944,191210123,1
945,191223321,2
946,191257620,1
947,191315693,1
948,191445187,1
949,192008016,1
950,192055011,2
951,192387576,2
952,192799267,1
953,192819265,2
954,192913770,1
955,192940061,1
956,193373692,1
957,193376087,1
958,193404096,1
959,193842065,2
960,193887008,1
961,193907259,1
962,193949283,2
963,194068691,1
964,194133867,1
965,194303687,2
966,194454787,1
967,194848298,1
968,195026812,1
969,195095753,1
970,195348441,2
971,195448780,2
972,195627996,1
973,195635310,1
974,195638926,1
975,195649060,2
976,195868555,1
977,196165086,1
978,196178809,1
979,196221363,1
980,196599829,1
981,196861346,1
982,197064574,1
983,197258565,1
984,197836786,1
985,197938691,1
986,198181120,1
987,198466668,2
988,198590763,2
989,199005316,1
990,199078218,1
991,199212613,2
992,199280388,1
993,199306169,1
994,199332387,2
995,200017868,1
996,200057213,2
997,200060113,1
998,200175962,1
999,200349536,1
1000,200417266,2
1001,200422254,1
1002,200784168,2
1003,200939549,1
1004,200971251,1
1005,201045391,1
1006,201113736,1
1007,201203159,1
1008,201364386,1
1009,201500236,1
1010,201501454,1
1011,201531578,1
1012,201615640,1
1013,201661665,2
1014,202104855,1
1015,202108318,1
1016,202165381,1
1017,202661961,1
1018,202717672,1
1019,202891655,1
1020,203027330,1
1021,203328878,1
1022,203376867,1
1023,203382240,1
1024,203499986,1
1025,203548410,1
1026,204017251,1
1027,204107334,1
1028,205001762,2
1029,205407765,1
1030,205761033,1
1031,206547873,1
1032,207006636,1
1033,207302968,1
1034,207342279,1
1035,207345137,1
1036,207374357,1
1037,207756659,1
1038,208004082,1
1039,208239231,1
1040,208381639,1
1041,209428277,1
1042,209887389,1
1043,209928103,1
1044,210305859,1
1045,210448550,1
1046,214824280,1
1047,215269449,1
1048,215396951,1
1049,215885862,1
1050,216127868,2
1051,216248317,1
1052,216354707,1
1053,216377298,1
1054,216606460,1
1055,216988587,1
1056,217776255,1
1057,218318851,1
1058,218388400,1
1059,218564362,1
1060,219072364,1
1061,219326193,1
1062,219327217,1
1063,219627233,1
1064,219846850,2
1065,219868930,2
1066,220000224,1
1067,220062589,1
1068,220251365,1
1069,220431764,1
1070,220955683,1
1071,221568961,1
1072,221655307,1
1073,222368630,2
1074,222379585,1
1075,222565083,2
1076,222830901,2
1077,223151475,1
1078,223205983,1
1079,223341225,1
1080,223572347,2
1081,223932484,1
1082,224017189,1
1083,224177570,1
1084,224323563,2
1085,224341554,1
1086,224416955,1
1087,224660323,1
1088,224845700,1
1089,224910157,1
1090,225203563,1
1091,225231178,1
1092,225341364,1
1093,226007010,1
1094,226049031,1
1095,226155053,1
1096,226180710,1
1097,226422742,1
1098,226527955,1
1099,227166773,1
1100,227405577,1
1101,227737599,1
1102,228030966,1
1103,228172718,1
1104,228512638,1
1105,228735530,1
1106,228857146,1
1107,228978300,1
1108,228991699,1
1109,229267302,1
1110,229267589,1
1111,229363227,1
1112,229648356,1
1113,229693073,1
1114,229707378,1
1115,229832737,1
1116,229864685,1
1117,229928467,1
1118,230129673,1
1119,230179839,1
1120,230193802,1
1121,230216552,1
1122,230374874,1
1123,230460571,1
1124,230816310,1
1125,230884593,1
1126,231203904,1
1127,231448683,1
1128,231535537,1
1129,231959973,1
1130,233048781,1
1131,233119899,1
1132,233220936,1
1133,233572228,1
1134,233717203,1
1135,233927163,1
1136,233980035,1
1137,234346299,1
1138,234747124,1
1139,234756617,2
1140,235147265,1
1141,235220372,1
1142,235286207,1
1143,235676638,2
1144,236156894,1
1145,236231455,2
1146,236754372,1
1147,236785828,1
1148,237291846,1
1149,237528526,2
1150,238080826,1
1151,238103638,1
1152,238120248,1
1153,238358319,2
1154,238809708,1
1155,239008277,1
1156,239196119,1
1157,239775442,1
1158,239818988,1
1159,239944408,1
1160,240648772,2
1161,240819576,1
1162,241141028,1
1163,241627901,1
1164,241748093,1
1165,241958002,1
1166,242062994,1
1167,242237006,1
1168,242497748,1
1169,242587636,2
1170,242641829,1
1171,242795058,1
1172,243516770,1
1173,243527394,1
1174,243536083,1
1175,244282698,1
1176,244622557,1
1177,244688424,1
1178,244895297,1
1179,245031616,1
1180,245131664,1
1181,245305508,1
1182,245420385,1
1183,245644123,1
1184,245830841,1
1185,245872681,1
1186,245875366,1
1187,246704601,1
1188,246728089,2
1189,246735629,1
1190,246986893,1
1191,247332400,1
1192,247687815,1
1193,248068691,1
1194,248188805,1
1195,248243552,1
1196,248515494,1
1197,249406914,2
1198,250675503,1
1199,251074190,1
1200,251101237,1
1201,251180016,1
1202,251302474,1
1203,251480790,1
1204,251588108,1
1205,251592726,1
1206,251847410,1
1207,252398095,1
1208,252756070,2
1209,252819991,1
1210,253587609,1
1211,253597725,1
1212,254119650,1
1213,254222712,1
1214,254270512,2
1215,254339127,1
1216,254482723,2
1217,254583407,2
1218,254678215,1
1219,254720649,1
1220,255015203,1
1221,255027806,1
1222,256223085,1
1223,256674774,1
1224,257124600,1
1225,257223643,1
1226,258835707,1
1227,258909997,1
1228,259213833,1
1229,259324655,1
1230,259750678,1
1231,260126275,1
1232,260153075,1
1233,260192916,1
1234,260297817,1
1235,260578059,1
1236,260603835,1
1237,261050647,1
1238,261128351,1
1239,261369078,2
1240,261480750,1
1241,261804280,1
1242,262006660,1
1243,262132688,1
1244,262264790,1
1245,262525855,1
1246,262963356,1
1247,263417909,1
1248,263505400,2
1249,263535168,1
1250,263583380,1
1251,263625599,1
1252,264053642,1
1253,265409849,2
1254,265576893,1
1255,265955659,1
1256,265958282,2
1257,266739173,1
1258,267569640,1
1259,267603098,1
1260,267665285,1
1261,267887750,1
1262,268440813,1
1263,268845994,1
1264,269349263,1
1265,269398649,1
1266,269587411,1
1267,269837141,1
1268,270015813,1
1269,271137658,1
1270,271226432,1
1271,271834930,1
1272,272165198,1
1273,272977894,1
1274,273460983,1
1275,273749583,1
1276,274280733,1
1277,274805016,1
1278,274984251,2
1279,275391983,1
1280,275549944,1
1281,275927181,2
1282,276156270,1
1283,276604613,1
1284,276784608,1
1285,276789050,1
1286,277827803,1
1287,277934748,1
1288,277956172,1
1289,278078004,1
1290,278240214,1
1291,278713603,1
1292,281203012,1
1293,281531023,1
1294,281723630,1
1295,281881049,1
1296,282032367,2
1297,282040538,1
1298,282040553,1
1299,282881883,1
1300,283062328,1
1301,283071107,1
1302,283343603,1
1303,283382056,1
1304,283586600,1
1305,283947856,1
1306,284170527,1
1307,284327481,2
1308,284683644,1
1309,284793820,1
1310,285677863,1
1311,286331566,1
1312,286529101,1
1313,286879544,1
1314,287385054,1
1315,287402600,1
1316,288079395,1
1317,288100016,1
1318,289553272,1
1319,289665993,1
1320,289770718,1
1321,290305993,1
1322,290767579,2
1323,290890162,1
1324,291775280,1
1325,291911013,1
1326,291927705,2
1327,292004573,1
1328,292708392,1
1329,293229146,1
1330,293237220,2
1331,294660427,1
1332,294680910,1
1333,294778633,2
1334,295201957,1
1335,295393119,2
1336,295502033,1
1337,295506479,1
1338,295968200,2
1339,297101600,1
1340,297139797,1
1341,297340605,1
1342,298099485,1
1343,298838874,1
1344,298864967,1
1345,298978547,1
1346,299025507,1
1347,299182163,1
1348,299382948,1
1349,299490185,1
1350,299566414,1
1351,299803716,1
1352,300000336,1
1353,300242081,1
1354,300720833,1
1355,300933384,1
1356,300989136,1
1357,302313242,1
1358,302448404,1
1359,302826119,1
1360,304386521,1
1361,305824134,1
1362,305946181,1
1363,306355732,1
1364,307139146,1
1365,307382150,1
1366,308269138,1
1367,309308108,1
1368,309625014,1
1369,310929023,1
1370,311000925,1
1371,311084380,1
1372,311744640,1
1373,312541861,1
1374,313604750,1
1375,313663341,1
1376,315185128,2
1377,315485356,1
1378,315496602,1
1379,315538436,1
1380,315812349,1
1381,315839464,1
1382,317213372,2
1383,317600872,1
1384,317936128,1
1385,318539804,2
1386,319149129,1
1387,319743431,1
1388,320928258,1
1389,321099991,1
1390,321162200,1
1391,321165818,1
1392,321642781,1
1393,322001685,1
1394,323697026,1
1395,323980261,1
1396,324868501,1
1397,324922199,1
1398,324963798,1
1399,325292300,1
1400,325471775,1
1401,326248436,2
1402,326337480,1
1403,326414684,1
1404,326745929,1
1405,326987686,1
1406,327873075,1
1407,327969423,1
1408,328375438,1
1409,328548759,1
1410,329000840,1
1411,329207994,1
1412,329965374,1
1413,330555683,2
1414,330747794,1
1415,331163524,1
1416,331220543,1
1417,332343081,1
1418,332597636,2
1419,332725129,1
1420,333076902,1
1421,334032321,1
1422,335271369,1
1423,335435485,1
1424,335916230,1
1425,335922497,1
1426,336260818,2
1427,336270793,1
1428,336879173,1
1429,337048484,1
1430,337059922,1
1431,338171870,1
1432,338728258,1
1433,338750927,1
1434,341225542,1
1435,341895819,1
1436,342088499,1
1437,342484320,1
1438,342710921,1
1439,343048021,1
1440,343319270,1
1441,343440690,1
1442,343535095,1
1443,343779781,1
1444,343780838,1
1445,343873229,1
1446,343993467,1
1447,344069822,1
1448,344132800,1
1449,344827435,1
1450,345810137,1
1451,346528763,1
1452,347527379,1
1453,348491948,2
1454,348704606,1
1455,349416874,1
1456,351611450,1
1457,352955086,1
1458,353156095,1
1459,353192609,1
1460,353217041,1
1461,353395980,1
1462,356701056,1
1463,356925859,2
1464,357231782,2
1465,357241048,2
1466,358701375,1
1467,358773301,1
1468,358784117,1
1469,358937622,2
1470,359796066,1
1471,359918335,1
1472,360669177,1
1473,360711218,2
1474,361044906,1
1475,361156654,2
1476,361273645,1
1477,361518700,1
1478,361845625,1
1479,363048315,1
1480,363948111,1
1481,364173879,1
1482,365449118,2
1483,365658232,2
1484,366128145,1
1485,366230357,1
1486,367081647,1
1487,367964038,1
1488,368211958,1
1489,368452515,1
1490,368536688,1
1491,368595937,1
1492,369174724,1
1493,369406170,1
1494,369451738,2
1495,369754489,1
1496,369831321,2
1497,370299434,1
1498,370959869,1
1499,372091393,1
1500,373437846,1
1501,373635199,1
1502,373863498,1
1503,374822415,1
1504,375375906,1
1505,376280546,1
1506,376337103,2
1507,376587627,1
1508,379074957,1
1509,380181374,1
1510,380711651,1
1511,380711790,1
1512,380711880,1
1513,380711988,1
1514,380712353,1
1515,382670857,1
1516,382990137,1
1517,383270817,2
1518,383414976,1
1519,383789073,1
1520,383897674,1
1521,385352594,1
1522,385551900,2
1523,385915877,1
1524,386191592,1
1525,387806999,1
1526,388192258,1
1527,388372165,1
1528,389257814,1
1529,389725635,2
1530,390005757,1
1531,392150566,1
1532,392224596,1
1533,392568028,1
1534,393352534,1
1535,393683921,1
1536,396971416,1
1537,397150429,1
1538,397571709,1
1539,398213377,1
1540,398397715,1
1541,399468708,1
1542,400200495,1
1543,400998450,1
1544,401121725,2
1545,401227077,1
1546,402125400,1
1547,404069730,1
1548,404590081,1
1549,404702995,1
1550,406394471,1
1551,407704327,2
1552,408503820,1
1553,408919239,1
1554,408990475,1
1555,409868975,1
1556,410063540,1
1557,412726740,2
1558,412865488,1
1559,413065671,1
1560,413422809,1
1561,413588445,1
1562,413959982,1
1563,414011731,1
1564,414399259,1
1565,415178716,2
1566,417824460,1
1567,418127633,1
1568,418423823,1
1569,420536654,1
1570,421336853,1
1571,421936037,1
1572,422276597,1
1573,423053601,1
1574,424686030,1
1575,424872666,2
1576,427240795,1
1577,429215489,1
1578,429225816,2
1579,429782296,1
1580,430484845,1
1581,430527954,1
1582,431468322,1
1583,431946225,1
1584,434390699,1
1585,434541160,1
1586,435004016,1
1587,435496873,1
1588,435943423,1
1589,436221966,2
1590,436769269,1
1591,436788436,1
1592,436792186,1
1593,437313850,1
1594,438361302,1
1595,438863820,1
1596,439497346,1
1597,439841289,1
1598,439842794,2
1599,440655405,1
1600,440751537,1
1601,440950769,1
1602,441841219,1
1603,441996964,1
1604,442249807,1
1605,442258410,2
1606,442831600,1
1607,443586538,1
1608,445581367,1
1609,445807761,1
1610,446127152,1
1611,446451239,1
1612,446774944,1
1613,446870123,1
1614,447958916,1
1615,448266034,1
1616,448339287,1
1617,448981804,2
1618,450535506,1
1619,450896381,1
1620,451451139,1
1621,451885235,1
1622,451975547,1
1623,452275370,1
1624,452641211,1
1625,453211254,1
1626,453283129,1
1627,453761784,2
1628,453781297,1
1629,453786378,1
1630,453991799,1
1631,454236061,1
1632,454464470,1
1633,455025669,1
1634,455108082,1
1635,455186123,1
1636,455403252,1
1637,455567772,2
1638,455754013,1
1639,455940164,1
1640,456318798,1
1641,456649662,1
1642,456929177,1
1643,457065423,1
1644,457494167,1
1645,457920463,2
1646,457924376,2
1647,458211145,1
1648,459126949,1
1649,459142874,1
1650,460278438,1
1651,460445630,1
1652,461623388,1
1653,461772663,1
1654,462266188,1
1655,462566491,1
1656,462566828,1
1657,462643939,1
1658,463206461,1
1659,463356831,1
1660,463514012,1
1661,464206870,1
1662,464834374,1
1663,465252243,1
