,0,1
1664,465345411,1
1665,465842790,1
1666,466067499,1
1667,466363384,1
1668,466533427,1
1669,466819481,1
1670,466970442,1
1671,467043839,1
1672,467116614,1
1673,467301134,1
1674,467660704,1
1675,468131040,1
1676,468239431,1
1677,468279919,1
1678,468854295,1
1679,469442290,1
1680,469523916,1
1681,469630667,1
1682,469793777,1
1683,470799709,1
1684,471348105,1
1685,472378072,1
1686,472476550,2
1687,472478698,1
1688,472679229,1
1689,472720160,1
1690,472778476,1
1691,472920107,1
1692,473112373,1
1693,473112757,1
1694,473396276,1
1695,474443347,1
1696,475299098,1
1697,3119493,1
1698,5077980,1
1699,6920001,2
1700,7945933,1
1701,9016705,2
1702,9386902,1
1703,9540736,1
1704,9917139,1
1705,10165792,1
1706,10712658,2
1707,10719362,1
1708,10929563,1
1709,10951968,1
1710,11357532,1
1711,11433705,1
1712,11437510,2
1713,11579070,1
1714,11683319,1
1715,11766448,1
1716,11978717,1
1717,12201471,1
1718,12253083,2
1719,12319618,2
1720,12946101,1
1721,13147571,1
1722,13303368,1
1723,13352056,1
1724,13519978,1
1725,13708333,1
1726,13852347,1
1727,14028002,1
1728,14472567,1
1729,14551478,1
1730,15151289,2
1731,15535674,2
1732,15558142,2
1733,16501731,1
1734,16823124,1
1735,17029740,1
1736,17082459,1
1737,17139458,1
1738,17310912,2
1739,17428273,1
1740,17432667,1
1741,17514192,2
1742,17699933,2
1743,17744095,2
1744,17951487,1
1745,17955126,1
1746,18294837,1
1747,18304061,2
1748,18606491,2
1749,18670467,1
1750,18762597,1
1751,19091581,1
1752,19140632,1
1753,19230704,1
1754,19292008,2
1755,19345259,1
1756,19364198,2
1757,19605117,1
1758,19864748,1
1759,19891092,1
1760,20638830,1
1761,20723908,1
1762,20757028,2
1763,21043319,1
1764,21087495,2
1765,21223068,1
1766,21372805,1
1767,21451964,1
1768,21456231,2
1769,21613066,2
1770,21749963,1
1771,21812787,2
1772,22076198,1
1773,22209502,2
1774,22293023,2
1775,22574948,1
1776,22709323,1
1777,22786244,1
1778,23093960,1
1779,23730259,2
1780,23754880,2
1781,23798903,2
1782,23910082,1
1783,23922479,2
1784,24327529,1
1785,24427360,2
1786,25085864,2
